"HOST PROTEIN","PATHOGEN PROTEIN","host_links","path_links","PATHOGEN NAME","TAXONOMY","PUBMED ID","GENE SYMBOL HOST","GENE SYMBOL PATHOGEN","HOST UNIPROT ENTRY","PATHOGEN UNIPROT ENTRY","SOURCE DATABASE","CONFIDENCE SCORE","INTERACTION Method","Status","Category"
"O00203","Q7CL78","https://www.uniprot.org/uniprot/O00203","https://www.uniprot.org/uniprot/Q7CL78","Yersinia pestis","632","20711500","AP3B1","pmbA","AP3B1_HUMAN","Q7CL78_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00206","P26672","https://www.uniprot.org/uniprot/O00206","https://www.uniprot.org/uniprot/P26672","Vaccinia virus WR","10254","15767367, 15767367, 15767367, 15767367","TLR4","A46R","TLR4_HUMAN, TLR4_HUMAN, TLR4_HUMAN, TLR4_HUMAN","A46_VACCW, A46_VACCW, A46_VACCW, A46_VACCW","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00206","Q8ZJ10","https://www.uniprot.org/uniprot/O00206","https://www.uniprot.org/uniprot/Q8ZJ10","Yersinia pestis","632","20711500, 20711500, 20711500, 20711500","TLR4","alr1","TLR4_HUMAN, TLR4_HUMAN, TLR4_HUMAN, TLR4_HUMAN","ALR1_YERPE, ALR1_YERPE, ALR1_YERPE, ALR1_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00232","B4URF7","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/B4URF7","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","26651948","PSMD12","PB2","PSD12_HUMAN","B4URF7_I33A0","VirHostNet","0.33","Affinity Chromatography technology","reviewed","Virus"
"O00232","EBI-2810906","https://www.uniprot.org/uniprot/O00232","https://www.ebi.ac.uk/ebisearch/search.ebi?db=allebi&query=EBI-2810906","Bacillus anthracis","1392","20711500","PSMD12","-","PSD12_HUMAN","INTACT:EBI-2810906","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00232","G3CKS7","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/G3CKS7","Human gammaherpesvirus 4","10376","22810586","PSMD12","BVLF1","PSD12_HUMAN","G3CKS7_EBVG","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"O00232","P03126","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03126","Human papillomavirus type 16","333760","22810586","PSMD12","E6","PSD12_HUMAN","VE6_HPV16","VirHostNet","0.49","tandem affinity purification","reviewed","Virus"
"O00232","P03427","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03427","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","PB2","PSD12_HUMAN","PB2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P03428","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03428","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","26789921","PSMD12","PB2","PSD12_HUMAN","PB2_I34A1","VirHostNet","0.33","anti bait coimmunoprecipitation","reviewed","Virus"
"O00232","P03430","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03430","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","PB1","PSD12_HUMAN","RDRP_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P03452","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03452","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","26789921","PSMD12","HA","PSD12_HUMAN","HEMA_I34A1","VirHostNet","0.33","anti bait coimmunoprecipitation","reviewed","Virus"
"O00232","P03454","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03454","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","HA","PSD12_HUMAN","HEMA_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P03470","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03470","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","NA","PSD12_HUMAN","NRAM_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P03496","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P03496","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","26789921","PSMD12","NS","PSD12_HUMAN","NS1_I34A1","VirHostNet","0.33","anti bait coimmunoprecipitation","reviewed","Virus"
"O00232","P05777","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P05777","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","M","PSD12_HUMAN","M1_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P05780","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P05780","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","M","PSD12_HUMAN","M2_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P06463","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P06463","Human papillomavirus type 18","333761","22810586","PSMD12","E6","PSD12_HUMAN","VE6_HPV18","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"O00232","P06821","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P06821","Influenza A virus (A/Puerto Rico/8/1934(H1N1))","211044","26789921","PSMD12","M","PSD12_HUMAN","M2_I34A1","VirHostNet","0.33","anti bait coimmunoprecipitation","reviewed","Virus"
"O00232","P15659","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P15659","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","PA","PSD12_HUMAN","PA_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","P15682","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/P15682","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","25464832","PSMD12","NP","PSD12_HUMAN","NCAP_I33A0","VirHostNet","0.33","coimmunoprecipitation","reviewed","Virus"
"O00232","Q2MG95","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/Q2MG95","Human herpesvirus 4 strain B95-8","10377","22810586","PSMD12","BVLF1","PSD12_HUMAN","Q2MG95_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O00232","Q7CJ44","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/Q7CJ44","Yersinia pestis","632","20711500","PSMD12","YPO2473","PSD12_HUMAN","Q7CJ44_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00232","Q8JPQ9","https://www.uniprot.org/uniprot/O00232","https://www.uniprot.org/uniprot/Q8JPQ9","La Crosse virus L78","796210","22810585","PSMD12","N","PSD12_HUMAN","NSS_BUNL8","IntAct","0.35","tandem affinity purification","reviewed","Virus"
"O00257","I6T1Z2","https://www.uniprot.org/uniprot/O00257","https://www.uniprot.org/uniprot/I6T1Z2","Influenza A virus (A/Aichi/2/1968(H3N2))","387139","28169297","CBX4","NS1","CBX4_HUMAN","I6T1Z2_I68A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00257","P03129","https://www.uniprot.org/uniprot/O00257","https://www.uniprot.org/uniprot/P03129","Human papillomavirus type 16","333760","22761553","CBX4","E7","CBX4_HUMAN","VE7_HPV16","VirHostNet","0.42","two hybrid","reviewed","Virus"
"O00268","P03129","https://www.uniprot.org/uniprot/O00268","https://www.uniprot.org/uniprot/P03129","Human papillomavirus type 16","333760","16038965","TAF4","E7","TAF4_HUMAN","VE7_HPV16","VirHostNet","0.33","Identification by mass spectrometry","reviewed","Virus"
"O00268","P03209","https://www.uniprot.org/uniprot/O00268","https://www.uniprot.org/uniprot/P03209","Human herpesvirus 4 strain B95-8","10377","22810586","TAF4","BRLF1","TAF4_HUMAN","RTA_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O00273","P03246","https://www.uniprot.org/uniprot/O00273","https://www.uniprot.org/uniprot/P03246","Human adenovirus 5","28285","22810586, 22810586","DFFA","-","DFFA_HUMAN, DFFA_HUMAN","E1BS_ADE05, E1BS_ADE05","MINT, VirHostNet","0.33","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O00273","Q81VX5","https://www.uniprot.org/uniprot/O00273","https://www.uniprot.org/uniprot/Q81VX5","Bacillus anthracis","1392","20711500","DFFA","ftsH","DFFA_HUMAN","Q81VX5_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","H9XIJ5","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/H9XIJ5","Influenza A virus (A/Victoria/3/1975(H3N2))","392809","21994455","CLIC1","PB2","CLIC1_HUMAN","H9XIJ5_I75A3","MINT","0.37","two hybrid array","reviewed","Virus"
"O00299","P06428","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/P06428","Human papillomavirus type 8","10579","22898364","CLIC1","E6","CLIC1_HUMAN","VE6_HPV08","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O00299","Q5NID2","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q5NID2","Francisella tularensis subsp. tularensis SCHU S4","177416","20711500","CLIC1","rpoB","CLIC1_HUMAN","RPOB_FRATT","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","Q7CIP7","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q7CIP7","Yersinia pestis","632","20711500","CLIC1","nifJ","CLIC1_HUMAN","Q7CIP7_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","Q81U22","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q81U22","Bacillus anthracis","1392","20711500","CLIC1","hemH1","CLIC1_HUMAN","HEMH1_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","Q81W39","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q81W39","Bacillus anthracis","1392","20711500","CLIC1","-","CLIC1_HUMAN","Q81W39_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","Q81XG9","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q81XG9","Bacillus anthracis","1392","20711500","CLIC1","-","CLIC1_HUMAN","Q81XG9_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","Q81Z98","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q81Z98","Bacillus anthracis","1392","20711500","CLIC1","-","CLIC1_HUMAN","Q81Z98_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00299","Q8CZM8","https://www.uniprot.org/uniprot/O00299","https://www.uniprot.org/uniprot/Q8CZM8","Yersinia pestis","632","20711500","CLIC1","ptsA","CLIC1_HUMAN","Q8CZM8_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00308","F5HE15","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/F5HE15","Human gammaherpesvirus 8","37296","25544563","WWP2","ORF17.5","WWP2_HUMAN","F5HE15_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"O00308","NP_040313","https://www.uniprot.org/uniprot/O00308","https://www.ncbi.nlm.nih.gov/protein/NP_040313","Alphapapillomavirus 7","337042","22761572","WWP2","-","WWP2_HUMAN","NP_040313","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O00308","NP_597740","https://www.uniprot.org/uniprot/O00308","https://www.ncbi.nlm.nih.gov/protein/NP_597740","Mupapillomavirus 1","334203","22761572","WWP2","-","WWP2_HUMAN","NP_597740","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O00308","P03118","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P03118","Human papillomavirus type 1a","10583","22761572","WWP2","E2","WWP2_HUMAN","VE2_HPV1","MINT","0.37","split luciferase complementation","reviewed","Virus"
"O00308","P03120","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P03120","Human papillomavirus type 16","333760","22761572, 22761572","WWP2","E2","WWP2_HUMAN, WWP2_HUMAN","VE2_HPV16, VE2_HPV16","MINT, VirHostNet","0.49","split luciferase complementation, two hybrid, two hybrid array, split luciferase complementation, two hybrid, two hybrid array, split luciferase complementation, two hybrid, two hybrid array","reviewed","Virus"
"O00308","P03207","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P03207","Human herpesvirus 4 strain B95-8","10377","22810586","WWP2","BRRF1","WWP2_HUMAN","BRRF1_EBVB9","MINT","0.37","two hybrid array","reviewed","Virus"
"O00308","P06422","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P06422","Human papillomavirus type 8","10579","22761572, 22761572","WWP2","E2","WWP2_HUMAN, WWP2_HUMAN","VE2_HPV08, VE2_HPV08","MINT, VirHostNet","0.33","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"O00308","P06423","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P06423","Human papillomavirus type 33","10586","22761572, 22761572","WWP2","E2","WWP2_HUMAN, WWP2_HUMAN","VE2_HPV33, VE2_HPV33","MINT, VirHostNet","0.37","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"O00308","P06790","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P06790","Human papillomavirus type 18","333761","22761572","WWP2","E2","WWP2_HUMAN","VE2_HPV18","MINT","0.37","split luciferase complementation","reviewed","Virus"
"O00308","P06921","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P06921","Human papillomavirus type 5","333923","22761572, 22761572","WWP2","E2","WWP2_HUMAN, WWP2_HUMAN","VE2_HPV05, VE2_HPV05","MINT, VirHostNet","0.33","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"O00308","P0CK58","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P0CK58","Human herpesvirus 4 strain B95-8","10377","22810586","WWP2","BALF1","WWP2_HUMAN","BALF1_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O00308","P13285","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P13285","Human herpesvirus 4 strain B95-8","10377","22810586","WWP2","LMP2","WWP2_HUMAN","LMP2_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O00308","P36778","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P36778","Human papillomavirus type 3","10614","22761572, 22761572","WWP2","E2","WWP2_HUMAN, WWP2_HUMAN","VE2_HPV03, VE2_HPV03","MINT, VirHostNet","0.37","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"O00308","P36780","https://www.uniprot.org/uniprot/O00308","https://www.uniprot.org/uniprot/P36780","Human papillomavirus type 9","10621","22761572, 22761572","WWP2","E2","WWP2_HUMAN, WWP2_HUMAN","VE2_HPV09, VE2_HPV09","MINT, VirHostNet","0.37","split luciferase complementation, two hybrid, split luciferase complementation, two hybrid","reviewed","Virus"
"O00327","NP_775478","https://www.uniprot.org/uniprot/O00327","https://www.ncbi.nlm.nih.gov/protein/NP_775478","Alkhumra hemorrhagic fever virus","172148","22014111","ARNTL","-","BMAL1_HUMAN","NP_775478","VirHostNet","0.33","two hybrid","reviewed","Virus"
"O00327","P08393","https://www.uniprot.org/uniprot/O00327","https://www.uniprot.org/uniprot/P08393","Herpes simplex virus (type 1 / strain 17)","10299","11172044","ARNTL","ICP0","BMAL1_HUMAN","ICP0_HHV11","VirHostNet","0.34","gst pull down, two hybrid, gst pull down, two hybrid","reviewed","Virus"
"O00327","Q88489","https://www.uniprot.org/uniprot/O00327","https://www.uniprot.org/uniprot/Q88489","Tick-borne encephalitis virus","11084","22014111","ARNTL","-","BMAL1_HUMAN","Q88489_9FLAV","MINT","0.37","two hybrid array","reviewed","Virus"
"O00327","Q91B85","https://www.uniprot.org/uniprot/O00327","https://www.uniprot.org/uniprot/Q91B85","Alkhumra hemorrhagic fever virus","172148","22014111","ARNTL","AVgp1","BMAL1_HUMAN","POLG_ALKV","MINT","0.37","two hybrid array","reviewed","Virus"
"O00329","C5E524","https://www.uniprot.org/uniprot/O00329","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","PIK3CD","NS1","PK3CD_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00330","F5HBQ9","https://www.uniprot.org/uniprot/O00330","https://www.uniprot.org/uniprot/F5HBQ9","Human gammaherpesvirus 8","37296","25544563","PDHX","ORF70","ODPX_HUMAN","F5HBQ9_HHV8","HPIDB","0.35","affinity technology","reviewed","Virus"
"O00391","B9UPF3","https://www.uniprot.org/uniprot/O00391","https://www.uniprot.org/uniprot/B9UPF3","Human papillomavirus type 11","10580","22810586","QSOX1","E5B","QSOX1_HUMAN","B9UPF3_HPV11","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"O00391","P03182","https://www.uniprot.org/uniprot/O00391","https://www.uniprot.org/uniprot/P03182","Human herpesvirus 4 strain B95-8","10377","22810586","QSOX1","BHRF1","QSOX1_HUMAN","EAR_EBVB9","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O00391","P06461","https://www.uniprot.org/uniprot/O00391","https://www.uniprot.org/uniprot/P06461","Human papillomavirus type 6b","10600","22810586, 22810586","QSOX1","E5b","QSOX1_HUMAN, QSOX1_HUMAN","VE5B_HPV6B, VE5B_HPV6B","MINT, VirHostNet","0.33","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O00391","P06792","https://www.uniprot.org/uniprot/O00391","https://www.uniprot.org/uniprot/P06792","Human papillomavirus type 18","333761","22810586, 22810586","QSOX1","E5","QSOX1_HUMAN, QSOX1_HUMAN","VE5_HPV18, VE5_HPV18","MINT, VirHostNet","0.35","tandem affinity purification, tandem affinity purification","reviewed","Virus"
"O00391","P0C6Z1","https://www.uniprot.org/uniprot/O00391","https://www.uniprot.org/uniprot/P0C6Z1","Epstein-barr virus strain ag876","82830","22810586","QSOX1","BHRF1; HHV4tp2_gp07","QSOX1_HUMAN","EAR_EBVA8","VirHostNet","0.33","tandem affinity purification","reviewed","Virus"
"O00391","P69901","https://www.uniprot.org/uniprot/O00391","https://www.uniprot.org/uniprot/P69901","Human papillomavirus type 11","10580","22810586","QSOX1","-","QSOX1_HUMAN","VE5B_HPV11","MINT","0.35","tandem affinity purification","reviewed","Virus"
"O00408","Q6KNA9","https://www.uniprot.org/uniprot/O00408","https://www.uniprot.org/uniprot/Q6KNA9","Bacillus anthracis","1392","20711500","PDE2A","metE","PDE2A_HUMAN","METE_BACAN","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00408","Q7ARD3","https://www.uniprot.org/uniprot/O00408","https://www.uniprot.org/uniprot/Q7ARD3","Yersinia pestis","632","20711500","PDE2A","YPMT1.45c","PDE2A_HUMAN","Q7ARD3_YERPE","IntAct","0.37","two hybrid pooling approach","reviewed","Bacteria"
"O00410","A0A089NDG7","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/A0A089NDG7","Human papillomavirus type 16","333760","12620808","IPO5","L1","IPO5_HUMAN","A0A089NDG7_HPV16","VirHostNet","0.18","gst pull down","reviewed","Virus"
"O00410","A0A166MB26","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/A0A166MB26","Alphapapillomavirus 9","337041","15507604","IPO5","L2","IPO5_HUMAN","A0A166MB26_9PAPI","VirHostNet","0.18","gst pull down","reviewed","Virus"
"O00410","B4URF7","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/B4URF7","Influenza A virus (A/Wilson-Smith/1933(H1N1))","381518","28169297","IPO5","PB2","IPO5_HUMAN","B4URF7_I33A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00410","C5E519","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/C5E519","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","IPO5","M2","IPO5_HUMAN","C5E519_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00410","C5E522","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/C5E522","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","IPO5","NP","IPO5_HUMAN","C5E522_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00410","C5E524","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/C5E524","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","IPO5","NS1","IPO5_HUMAN","C5E524_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00410","C5E526","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/C5E526","Influenza A virus (A/New York/1682/2009(H1N1))","643960","28169297","IPO5","PB1","IPO5_HUMAN","C5E526_9INFA","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
"O00410","I6T1Z2","https://www.uniprot.org/uniprot/O00410","https://www.uniprot.org/uniprot/I6T1Z2","Influenza A virus (A/Aichi/2/1968(H3N2))","387139","28169297","IPO5","NS1","IPO5_HUMAN","I6T1Z2_I68A0","IntAct","0.35","anti tag coimmunoprecipitation","reviewed","Virus"
